ID,Title,Year,Database,Journal,demographic_relevance,demographic_relevance_label,demographic_relevance_variables,demographic_relevance_rationale
260,Effects of endodontic instrument handle diameter on electromyographic activity of forearm and hand muscles.,2001,PubMed,International Endodontic Journal,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on the effect of endodontic instrument handle diameter on forearm and hand muscle EMG activity without involving demographic variables as exposures, comparisons, or eligibility criteria."
264,Recording nasal muscle F waves and electromyographic activity of the facial muscles: a comparison of two methods used for intraoperative monitoring of facial nerve function.,2001,PubMed,Journal of Neurosurgery,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study compares electrophysiological methods for intraoperative monitoring; demographics are not mentioned as primary exposures or outcomes.
265,Musical beat influences corticospinal drive to ankle flexor and extensor muscles in man.,2002,PubMed,International Journal of Psychophysiology,0,Demographic variables not part of the research question,,The abstract does not mention any demographic variables as part of the research question; it focuses on the effect of music on corticospinal drive in normal subjects.
267,Changes in the surface EMG signal and the biomechanics of motion during a repetitive lifting task.,2002,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on EMG and biomechanical changes during lifting, with demographics only provided as participant characteristics and not as a central research question."
269,Transcutaneous electrogastrography in the perioperative period in patients undergoing laparoscopic cholecystectomy and laparoscopic non-adjustable gastric banding.,2003,PubMed,Obesity surgery,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study compares gastric motility changes between different surgical groups and healthy volunteers, with no demographic variables as primary exposures or outcomes."
270,Muscle activation pattern and gait biomechanics after total knee replacement.,2003,PubMed,Clinical Biomechanics,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on gait and muscle activation after total knee replacement without any mention or comparison of demographic variables.
271,A fast and reliable technique for muscle activity detection from surface EMG signals,2003,IEEE,IEEE Transactions on Biomedical Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on a signal processing method for EMG onset detection without any comparison or consideration of demographic or physiological variables.
273,Dynamic synchronisation of central oscillators in essential tremor.,2003,PubMed,Clinical neurophysiology,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on neurophysiological coherence in essential tremor, and does not involve demographic variables as part of the research question."
274,The association between upper trapezius activity and thorax movement in classical singing.,2004,PubMed,Journal of Voice,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on muscle activity during singing and biofeedback effects; demographics are only described for sample characterization.
275,Mechanomyographic and electromyographic time and frequency domain responses during submaximal to maximal isokinetic muscle actions of the biceps brachii.,2004,PubMed,European Journal of Applied Physiology,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study only reports mean age for sample description; demographics are not part of the research question.
276,Muscle-fiber conduction velocity and electromyography as diagnostic tools in patients with suspected inflammatory myopathy: a prospective study.,2004,PubMed,Muscle &amp; Nerve,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on diagnostic accuracy of EMG and MFCV, without any mention or consideration of demographic variables as exposures or comparison factors."
278,Superficial motor units are larger than deeper motor units in human vastus lateralis muscle.,2005,PubMed,Muscle &amp; Nerve,0,Demographic variables not part of the research question,,"The study focuses on motor unit size distribution by depth, with no demographic comparisons or restrictions."
279,Measurement of neural respiratory drive in patients with COPD.,2005,PubMed,Respiratory physiology & neurobiology,0,Demographic variables not part of the research question,,"The study focuses on a method for measuring neural respiratory drive in COPD patients and does not involve demographic comparisons or restrictions based on sex, age, race, skin phenotype, or related physiology."
280,Evaluation of the complexity of motor unit potentials in anal sphincter electromyography.,2005,PubMed,Clinical Neurophysiology,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The abstract does not mention any demographic variables as part of the research question; it focuses solely on diagnostic evaluation of MUP complexity.
281,Biofeedback training of nasal muscles using internal and external surface electromyography of the nose.,2005,PubMed,American Journal of Otolaryngology,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on biofeedback training for nasal valve stenosis; no demographic variables are mentioned or part of the research question.
282,Surface EMG measurements during fMRI at 3T: accurate EMG recordings after artifact correction.,2005,PubMed,NeuroImage,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study does not involve demographic variables as part of the research question; it focuses on the technical feasibility of surface EMG recordings during fMRI.
283,On the errors in assessment of severity of involuntary movements using surface EMG.,2005,PubMed,Journal of Electromyography and Kinesiology,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on measurement errors from electrode displacement, not on demographic differences; sex is only a sample restriction and not a central research question."
285,Seronegative myasthenia gravis: comparison of neurophysiological picture in MuSK+ and MuSK- patients.,2006,PubMed,European Journal of Neurology,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study compares clinical and neurophysiological features between MuSK+ and MuSK- myasthenia gravis patients; sex difference is noted but is not a primary exposure or central study objective.
286,Kinematic analysis of motor dysfunction in Niemann-Pick type C.,2007,PubMed,Clinical neurophysiology,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study examines motor physiology in Niemann-Pick type C patients without any demographic comparisons or variables as part of the research question.
289,Force enhancement during and following muscle stretch of maximal voluntarily activated human quadriceps femoris.,2007,PubMed,European Journal of Applied Physiology,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on force enhancement and muscle activation during stretch, with no demographic comparisons or restrictions mentioned; demographic variables are not part of the research question."
290,Effects of movement imagery and electromyography-triggered feedback on arm hand function in stroke patients in the subacute phase.,2007,PubMed,Clinical Rehabilitation,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on stroke patients and does not examine demographic or physiological differences as exposures or comparisons.
292,Comparison of EMG activity between maximal manual muscle testing and cybex maximal isometric testing of the quadriceps femoris.,2008,PubMed,Journal of the Formosan Medical Association,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study compares EMG activity between two testing methods without any focus on demographic variables as exposures or controls, and no mention of demographic eligibility criteria."
294,No difference in 1RM strength and muscle activation during the barbell chest press on a stable and unstable surface.,2008,PubMed,Journal of Strength and Conditioning Research,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study compares exercise surface conditions and does not investigate demographic differences.
295,Real-time monitoring of the recurrent laryngeal nerve: an observational clinical trial.,2008,PubMed,Surgery,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on the feasibility and safety of a nerve monitoring system during thyroid surgery, with no demographic variables as research objectives or exposures."
296,Electromyographic facial nerve monitoring during parotidectomy for benign lesions does not improve the outcome of postoperative facial nerve function: a prospective two-center trial.,2009,PubMed,The Laryngoscope,0,Demographic variables not part of the research question,,No demographic variables were part of the research question; the study compared surgical monitoring techniques without demographic comparisons.
297,Effects of dynamic and static stretching on vertical jump performance and electromyographic activity.,2009,PubMed,Journal of Strength and Conditioning Research,0,Demographic variables not part of the research question,sex/gender; age,"The study includes only men and reports mean age as descriptive statistics, but these are not part of the central research question comparing stretching conditions."
298,Novel and direct access to the human locomotor spinal circuitry.,2010,PubMed,Journal of Neuroscience,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The abstract does not discuss any demographic variables as part of the research question.
299,Immediate effects of a high-velocity spine manipulation in paraspinal muscles activity of nonspecific chronic low-back pain subjects.,2010,PubMed,Manual Therapy,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The abstract does not mention demographic variables as part of the research question, eligibility criteria, or analysis."
301,Oxycodone and dexamethasone for pain management after tonsillectomy: a placebo-controlled EMG assessed clinical trial.,2011,PubMed,Medical Science Monitor,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on drug effects on pain and sEMG patterns, with demographics merely describing the sample."
302,Selective strength loss and decreased muscle activity in hamstring injury.,2011,PubMed,Journal of Orthopaedic &amp; Sports Physical Therapy,0,Demographic variables not part of the research question,,"The study compares individuals with and without hamstring injury, with no mention of demographic variables as exposures or central objectives."
303,Comparison of neck tension palpation rating systems with surface electromyographic and acoustic measures in vocal hyperfunction.,2011,PubMed,Journal of Voice,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"Demographic variables are not mentioned or central to the research question, which focuses on measurement reliability and correlation of palpation with sEMG and acoustic measures."
304,Influence of priming exercise on muscle deoxy[Hb + Mb] during ramp cycle exercise.,2012,PubMed,European journal of applied physiology,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study does not involve demographic comparisons or use demographics as eligibility criteria; it simply describes the sample as physically active students.
305,Task-dependent changes of motor cortical network excitability during precision grip compared to isolated finger contraction.,2012,PubMed,Journal of Neurophysiology,0,Demographic variables not part of the research question,,"No demographic variables were mentioned or used as part of the research question, control, or matching; the study exclusively compares motor tasks."
306,Raised electrical uterine activity and shortened cervical length could predict preterm delivery in a low-risk population.,2012,PubMed,Archives of Gynecology and Obstetrics,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study does not involve demographic variables as part of the research question; it compares diagnostic tests in a homogenous group of low-risk pregnant women.
307,Validation of a Selective Ensemble-Based Classification Scheme for Myoelectric Control Using a Three-Dimensional Fitts' Law Test,2013,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on technical validation of a myoelectric control scheme and does not involve any demographic or physiological variables.
309,Muscle activation and coactivation during five-time-sit-to-stand movement in patients undergoing total knee arthroplasty.,2013,PubMed,Journal of Electromyography and Kinesiology,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study compares muscle activation between patients with knee OA or TKA and healthy participants, with no focus on demographic variables."
310,Treatment efficacy of electromyography versus fiberscopy-guided botulinum toxin injection in adductor spasmodic dysphonia patients: a prospective comparative study.,2014,PubMed,The Scientific World Journal,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The abstract compares two injection guidance methods without any demographic or physiological variable as a primary exposure or comparison.
311,"The effects of Kinesio taping on muscle tone in healthy subjects: a double-blind, placebo-controlled crossover trial.",2014,PubMed,Manual therapy,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study does not involve demographic variables as part of the research question; it focuses on the effects of Kinesio taping on muscle tone and EMG in healthy subjects without any demographic comparisons.
312,A preliminary evaluation of the surgery to reconstruct thoracic breathing in patients with high cervical spinal cord injury.,2014,PubMed,Spinal Cord,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,Demographic variables are not part of the research question; the study evaluates surgical reconstruction and EMG synchronization in cervical spinal cord injury patients without demographic comparisons.
313,Chin tuck against resistance (CTAR): new method for enhancing suprahyoid muscle activity using a Shaker-type exercise.,2014,PubMed,Dysphagia,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study compares exercise methods using sEMG, and demographics are merely described balance; sex and age are not primary exposures or central objectives."
314,EMG of the tibialis anterior demonstrates a training effect after utilization of a foot drop stimulator.,2014,PubMed,"NeuroRehabilitation: An International, Interdisciplinary Journal",0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,Demographic variables are not part of the research question; the study focuses on the training effect of a foot drop stimulator on EMG activation in stroke patients.
315,"Intuitive, Online, Simultaneous, and Proportional Myoelectric Control Over Two Degrees-of-Freedom in Upper Limb Amputees",2014,IEEE,IEEE transactions on neural systems and rehabilitation engineering,0,Demographic variables not part of the research question,related physiology,"The study compares amputee and able-bodied groups only as a benchmark for the control method, with no central focus on physiological differences as a research question."
316,Actigraphy combined with EEG compared to polysomnography in sleep apnea patients.,2015,PubMed,Physiological Measurement,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study compares sleep recording systems and does not investigate any demographic or physiological variables as exposures or outcomes.
317,Effect of lace-up ankle braces on electromyography measures during walking in adults with chronic ankle instability.,2015,PubMed,Physical Therapy in Sport,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on the effect of ankle braces on sEMG in a specific patient population without demographic comparisons or restrictions.
318,"Anti-fatigue mats, low back pain, and electromyography: An interventional study.",2015,PubMed,International Journal of Occupational Medicine and Environmental Health,0,Demographic variables not part of the research question,,The study investigates the effect of anti-fatigue mats on EMG and low back pain without any demographic comparisons or restrictions mentioned in the title or abstract.
319,Surface EMG Decomposition Based on K-means Clustering and Convolution Kernel Compensation,2015,IEEE,IEEE journal of biomedical and health informatics,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses solely on EMG decomposition methodology without any demographic variables as part of the research question.
320,High-Density Electromyography and Motor Skill Learning for Robust Long-Term Control of a 7-DoF Robot Arm,2016,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on myoelectric control and motor learning; no demographic variables are mentioned as part of the research question.
322,Neuromuscular performance of Bandal Chagui: Comparison of subelite and elite taekwondo athletes.,2016,PubMed,Journal of Electromyography and Kinesiology,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The comparison is between elite and subelite athletes, which is a performance-based grouping, not a demographic variable; no demographic variables are central to the research question."
323,Cascaded Adaptation Framework for Fast Calibration of Myoelectric Control,2017,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on algorithm calibration for myoelectric control and does not investigate demographic or physiological differences; participant characteristics are only described for context.
325,Does short-term gluteal activation enhance muscle performance?,2017,PubMed,Research in Sports Medicine,0,Demographic variables not part of the research question,sex/gender,"The study only includes males, but sex is not a primary exposure or comparison; demographics are not part of the research question."
326,Electromyographic analysis of gluteus maximus and hamstring activity during the supine resisted hip extension exercise versus supine unilateral bridge to neutral.,2017,PubMed,Physiotherapy theory and practice,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study compares EMG activity between two exercises; sex is mentioned only to describe the sample, not as a central research question."
327,Correlation and compatibility between surface respiratory electromyography and transesophageal diaphragmatic electromyography measurements during treadmill exercise in stable patients with COPD.,2017,PubMed,International Journal of Chronic Obstructive Pulmonary Disease,0,Demographic variables not part of the research question,,"The study focuses on comparing EMG measurement methods (surface vs. transesophageal) in COPD patients, with no mention of demographic variables as primary exposures or comparisons."
328,Application of Empirical Mode Decomposition Combined With Notch Filtering for Interpretation of Surface Electromyograms During Functional Electrical Stimulation.,2017,PubMed,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on a signal processing method for EMG artifact removal, with no demographic comparisons or primary research questions involving demographic variables."
330,An EMG-to-Force Processing Approach for Estimating in Vivo Hip Muscle Forces in Normal Human Walking,2017,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on EMG-to-force processing methods for hip muscle force estimation without any mention of demographic or physiological differences as primary variables.
331,Myoelectric Activation Pattern Changes in the Involved Limb of Individuals With Transtibial Amputation During Locomotor State Transitions.,2017,PubMed,Archives of Physical Medicine and Rehabilitation,0,Demographic variables not part of the research question,,Demographics are only reported as sample characteristics; age and sex are not part of the research question or analysis.
332,Ischemic conditioning increases strength and volitional activation of paretic muscle in chronic stroke: a pilot study.,2018,PubMed,Journal of Applied Physiology,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study does not investigate demographic variables as primary exposures or comparisons; demographic characteristics serve only to describe the participant sample.
334,Classification of Transient Myoelectric Signals for the Control of Multi-Grasp Hand Prostheses,2018,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on a new EMG decoding method for prosthesis control; demographic variables are not part of the research question.
337,IMU-Based Wrist Rotation Control of a Transradial Myoelectric Prosthesis,2018,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"Demographic variables are not part of the research question; the study compares control methods in able-bodied and amputee subjects without focusing on sex, age, race, or skin phenotype."
338,sEMG-Based Detection of Compensation Caused by Fatigue During Rehabilitation Therapy: A Pilot Study,2019,IEEE,IEEE Access,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The abstract does not mention any demographic variables as part of the research question; the study focuses on sEMG-based fatigue compensation detection in healthy subjects without demographic comparisons.
339,Revisited relationships between probable sleep bruxism and clinical muscle symptoms.,2019,PubMed,Journal of Dentistry,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The abstract does not mention any demographic variables; the study focuses on the relationship between EMG activity and muscle symptoms in probable sleep-bruxers.
341,Online Finger Control Using High-Density EMG and Minimal Training Data for Robotic Applications,2019,IEEE,IEEE Robotics and Automation Letters,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on EMG-based finger control performance, and demographic variables are not mentioned or part of the research question."
342,Acute skeletal muscle responses to very low-load resistance exercise with and without the application of blood flow restriction in the upper body.,2019,PubMed,Clinical Physiology and Functional Imaging,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on comparing exercise conditions and does not include demographic variables as part of the research question.
343,Surface Electromyography Based Estimation of Knee Joint Angle by Using Correlation Dimension of Wavelet Coefficient,2019,IEEE,IEEE Access,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on a technical method for joint angle estimation without any demographic comparisons or restrictions.
344,Research on Recognition of Nine Kinds of Fine Gestures Based on Adaptive AdaBoost Algorithm and Multi-Feature Combination,2019,IEEE,IEEE Access,0,Demographic variables not part of the research question,,No demographic variables were part of the research question; the study focuses solely on gesture recognition algorithm performance.
346,The Effect of Feedback During Training Sessions on Learning Pattern-Recognition-Based Prosthesis Control,2019,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study describes participant demographics but does not investigate demographic differences as primary exposures or comparisons; the research question solely concerns feedback conditions.
348,Resilient EMG Classification to Enable Reliable Upper-Limb Movement Intent Detection,2020,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on a classification algorithm for sEMG signals and does not investigate demographic or physiological differences as primary objectives.
349,A Novel Postprocessing Method for Robust Myoelectric Pattern-Recognition Control Through Movement Pattern Transition Detection,2020,IEEE,IEEE Transactions on Human-Machine Systems,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on a postprocessing method for EMG pattern recognition without any demographic variables or comparisons.
350,A Novel Point-in-Polygon-Based sEMG Classifier for Hand Exoskeleton Systems,2020,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The abstract does not mention any demographic variables as part of the research question; it focuses on sEMG classification methods for hand exoskeleton control.
351,Unsupervised Domain Adversarial Self-Calibration for Electromyography-Based Gesture Recognition,2020,IEEE,IEEE Access,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study does not mention demographic variables or comparisons; the focus is on algorithmic performance for EMG-based gesture recognition.
352,"Effects of Chewing Exerciser on the Recovery of Masticatory Function Recovery after Orthognathic Surgery: A Single-Center Randomized Clinical Trial, a Preliminary Study.",2020,PubMed,Medicina,0,Demographic variables not part of the research question,,The abstract does not mention any demographic variables and focuses solely on the intervention's effect on masticatory function recovery.
353,The Application of Manual Techniques in Masticatory Muscles Relaxation as Adjunctive Therapy in the Treatment of Temporomandibular Joint Disorders.,2021,PubMed,International Journal of Environmental Research and Public Health,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study compares two muscle relaxation techniques without any focus on demographic variables as primary exposures or comparisons.
355,A Dual-Modal Approach Using Electromyography and Sonomyography Improves Prediction of Dynamic Ankle Movement: A Case Study,2021,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,No demographic variables are part of the research question; the study focuses on comparing sensing modalities for joint motion prediction.
357,"Wearable myoelectric interface enables high-dose, home-based training in severely impaired chronic stroke survivors.",2021,PubMed,Annals of clinical and translational neurology,0,Demographic variables not part of the research question,,"The study focuses on feasibility and training effects, not on demographic comparisons."
358,The Effect of Fatigue on Wheelchair Users’ Upper Limb Muscle Coordination Patterns in Time-Frequency and Principal Component Analysis,2021,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on fatigue effects on muscle coordination, with no demographic comparisons or use of demographics as primary variables."
359,Effect of Robotic Exoskeleton Motion Constraints on Upper Limb Muscle Synergies: A Case Study,2021,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,,"The study focuses on muscle synergies during robotic exoskeleton use, with no research question involving sex/gender, age, race/ethnicity, skin phenotype, or related physiological differences."
360,Effect of electromyographic biofeedback training on motor function of quadriceps femoris in patients with incomplete spinal cord injury: A randomized controlled trial.,2021,PubMed,NeuroRehabilitation,0,Demographic variables not part of the research question,,"The study does not include demographic variables as exposures, comparison factors, or central objectives; it focuses solely on EMG biofeedback training effects in spinal cord injury patients."
361,Effects of Comprehensive Swallowing Intervention on Obstructive Sleep Apnea and Dysphagia After Stroke: A Randomized Controlled Trial.,2022,PubMed,Journal of Stroke and Cerebrovascular Diseases,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study does not investigate demographic differences; it focuses on the intervention effect in stroke patients without comparing demographic groups.
362,Measuring Neuromuscular Electrophysiological Activities to Decode HD-sEMG Biometrics for Cross-Application Discrepant Personal Identification With Unknown Identities,2022,IEEE,IEEE Transactions on Instrumentation and Measurement,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on biometric identification using HD-sEMG signals, with no mention or comparison of demographic variables as part of the research question."
363,"Effect of Foot Reflexology on Muscle Electrical Activity, Pressure, Plantar Distribution, and Body Sway in Patients with Type 2 Diabetes Mellitus: A Pilot Randomized Controlled Trial.",2022,PubMed,International Journal of Environmental Research and Public Health,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on the effect of foot reflexology on muscle activity and plantar pressure in diabetes patients, with no investigation of demographic differences as primary exposures or comparisons."
364,5-HT(2) receptor antagonism reduces human motoneuron output to antidromic activation but not to stimulation of corticospinal axons.,2022,PubMed,European Journal of Neuroscience,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on neurochemical modulation of motoneuron excitability, with demographics neither a primary comparison nor exclusion criteria."
365,An Evaluation of an Innovative Exercise to Relieve Chronic Low Back Pain in Sedentary Workers.,2022,PubMed,Human Factors: The Journal of the Human Factors and Ergonomics Society,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The abstract focuses on an exercise intervention for chronic low back pain and does not mention any demographic variables as part of the research question or analysis.
366,Electrode Shift Robust CNN for High-Density Myoelectric Pattern Recognition Control,2022,IEEE,IEEE Transactions on Instrumentation and Measurement,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on algorithm robustness to electrode shift, with no mention of demographic variables."
367,"Emotion Recognition With Audio, Video, EEG, and EMG: A Dataset and Baseline Approaches",2022,IEEE,IEEE Access,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on emotion recognition from multimodal signals, with no mention of demographic or physiological differences as research questions."
368,Silent Speech Recognition Based on Surface Electromyography Using a Few Electrode Sites Under the Guidance From High-Density Electrode Arrays,2023,IEEE,IEEE Transactions on Instrumentation and Measurement,0,Demographic variables not part of the research question,,"The study focuses on silent speech recognition using sEMG and transfer learning, with no mention of demographic variables as part of the research question."
369,Impact of resistance training on muscle fatigue in type 2 diabetes mellitus patients during dynamic fatigue protocol.,2023,PubMed,Physiotherapy Theory and Practice,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The abstract does not mention any demographic variable as a primary exposure or comparison; the study focuses on the effect of resistance training on muscle fatigue in T2DM patients, without stratification or analysis by sex, age, race, etc."
370,A Novel and Efficient Surface Electromyography Decomposition Algorithm Using Local Spatial Information,2023,IEEE,IEEE Transactions on Biomedical Engineering,0,Demographic variables not part of the research question,,The study focuses on algorithm development for sEMG decomposition without addressing demographic variables.
372,Real-Time Hand Gesture Recognition by Decoding Motor Unit Discharges Across Multiple Motor Tasks From Surface Electromyography,2023,IEEE,IEEE Transactions on Biomedical Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on a technical method for EMG-based gesture recognition and does not involve demographic variables as part of the research question.
373,Single-Channel sEMG-Based Estimation of Knee Joint Angle Using a Decomposition Algorithm With a State-Space Model,2023,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on sEMG signal processing and knee joint angle estimation without any demographic comparisons or restrictions beyond having healthy subjects.
375,"Acute intermittent hypoxia enhances strength, and modulates spatial distribution of muscle activation in persons with chronic incomplete spinal cord injury.",2023,PubMed,Experimental Neurology,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study does not mention any demographic variables as part of the research question; it focuses solely on AIH effects in iSCI individuals, with no demographic comparisons or restrictions described."
376,Characterizing the Dynamics of Surface Electromyography Signals in Muscle Fatigue Through Visibility Motif Networks,2023,IEEE,IEEE Sensors Letters,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on algorithm development for fatigue monitoring and only describes participants as healthy adults, without demographic comparisons."
378,A Novel Exoskeleton Neuromuscular Interface Based on Motor Unit Action Potential Model Using High-Density sEMG,2024,IEEE,IEEE Transactions on Instrumentation and Measurement,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on electrode design and performance evaluation without any mention of demographic variables.
379,Graph-Driven Simultaneous and Proportional Estimation of Wrist Angle and Grasp Force via High-Density EMG,2024,IEEE,IEEE Journal of Biomedical and Health Informatics,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on decoding wrist angle and grasp force from HD-EMG for prosthesis control; no demographic variables are part of the research question, comparisons, or eligibility criteria mentioned in the abstract."
